sum.taxonomy	R3_AS_DB1	R3_AS_DB2	R3_AS_PN1	R3_AS_PN2	R3_BC_DB1	R3_BC_DB2	R3_BC_PN1	R3_BC_PN2	R3_BP_DB1	R3_BP_DB2	R3_BP_PN1	R3_BP_PN2	R3_CC_DB1	R3_CC_DB2	R3_CC_PN1	R3_CC_PN2	R3_EV_DB1	R3_EV_DB2	R3_EV_PN1	R3_EV_PN2	R3_GL_DB1	R3_GL_DB2	R3_GL_PN1	R3_GL_PN2	R3_GN_DB1	R3_GN_DB2	R3_GN_PN1	R3_GN_PN2	R3_K0551_L7	R3_K0553_E4	R3_K0553_G5	R3_K0553_L7	R3_K0553_M8	R3_K0554_A1	R3_K0554_B2	R3_K0554_C3	R3_K0554_E4	R3_K0554_G5	R3_K0554_K6	R3_K0554_L7	R3_K0554_T9	R3_K0556_C3	R3_K0556_E4	R3_K0556_G5	R3_K0556_T9	R3_K0557_A1	R3_K0557_B2	R3_K0557_C3	R3_K0557_E4	R3_K0557_K6	R3_K0557_L7	R3_K0557_T9	R3_K0559_B2	R3_K0559_C3	R3_K0559_E4	R3_K0559_G5	R3_K0559_K6	R3_K0559_M8	R3_K0559_T9	R3_K0560_A1	R3_K0560_G5	R3_K0560_K6	R3_K0560_M8	R3_K0560_T9	R3_K0563_M8	R3_K0568_C3	R3_K0568_G5	R3_K0568_K6	R3_K0568_L7	R3_K0568_M8	R3_K0569_A1	R3_K0569_B2	R3_K0569_G5	R3_K0569_K6	R3_K0569_L7	R3_K0569_T9	R3_K0591_A1	R3_K0591_E4	R3_K0591_G5	R3_K0591_K6	R3_K0591_T9	R3_K0592_A1	R3_K0592_B2	R3_K0592_C3	R3_K0592_E4	R3_K0592_G5	R3_K0592_K6	R3_K0592_L7	R3_K0592_M8	R3_K0598_A1	R3_K0598_B2	R3_K0598_C3	R3_K0598_E4	R3_K0598_K6	R3_K0598_L7	R3_K0598_M8	R3_K0600_B2	R3_K0600_C3	R3_K0600_E4	R3_K0600_G5	R3_K0600_K6	R3_K0600_M8	R3_K0782_E4	R3_K0782_M8	R3_K0782_T9	R3_K0783_C3	R3_K0787_A1	R3_K0787_B2	R3_K0787_E4	R3_K0787_K6	R3_K0787_L7	R3_K0787_M8	R3_K0788_B2	R3_K0788_E4	R3_K0788_K6	R3_K0790_A1	R3_K0790_B2	R3_K0790_G5	R3_K0790_K6	R3_K0790_L7	R3_K0790_M8	R3_K0790_T9	R3_LB_DB1	R3_LB_DB2	R3_LB_PN1	R3_LB_PN2	R3_MW_DB1	R3_MW_DB2	R3_MW_PN1	R3_MW_PN2	R3_SD_DB1	R3_SD_DB2	R3_SD_PN1	R3_SD_PN2	R3_TW_DB1	R3_TW_DB2	R3_TW_PN1	R3_TW_PN2	R3_VW_DB1	R3_VW_DB2	R3_VW_PN1	R3_VW_PN2
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;	0	7	0	318	40	110	0	18	0	30	8	0	20	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	26	0	55	0	0	7	74	1	0	0	0	31	0	0	201	15	0	0	14	0	0	0	18	0	0	12	96	2	67	95	33	0	74	1	4	1	97	210	223	1	0	0	4	0	179	3	1	0	0	21	104	0	0	0	22	36	11	0	2	22	2	0	12	19	0	47	1	0	26	1	0	1	13	0	19	0	0	5	21	0	12	20	29	0	58	0	23	6	6	11	4	11	60	0	1	0	5	1	0	0	0	0	1	0	0	0	0	39	8
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala cancerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala crusticola	0	0	0	0	0	0	0	45	0	0	29	1	15	6	6	21	19	49	0	0	0	0	0	0	71	34	34	32	0	0	0	0	0	55	0	0	66	34	25	44	49	1	0	0	13	96	0	28	43	60	1	1	0	0	0	0	0	0	0	48	0	27	38	54	0	36	0	3	107	10	94	66	30	0	0	0	23	335	0	1	0	0	65	27	119	40	13	43	1	1	0	15	22	123	10	21	39	1	141	24	5	162	13	0	27	0	0	102	0	37	2	135	0	63	0	28	47	1	75	47	0	63	25	0	0	32	0	0	0	1	0	0	2	8	0	8	0	0	0	0	116	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala dermatitidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	22	0	0	0	0	0	0	22	20	10	42	0	0	0	0	0	5	0	30	0	0	0	47	0	0	0	0	0	0	0	29	0	19	0	3	0	0	0	0	0	0	0	37	0	43	39	0	0	0	0	0	0	0	3	20	0	0	0	0	0	23	35	0	0	0	1	0	0	0	0	0	14	0	0	0	0	15	0	0	0	22	18	2	0	0	0	0	0	0	0	1465	0	0	0	8	0	9	0	34	0	1	0	1	0	0	23	27	13	1	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala eucalypti	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	2	0	28	0	0	0	0	0	1	0	23	0	1	0	23	0	0	0	0	0	0	0	37	1	10	24	0	0	0	0	1	0	3	34	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	28	16	0	0	0	16	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala phaeomuriformis	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala placitae	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	56	50	25	0	0	0	0	0	0	25	0	37	24	0	0	40	0	0	0	0	0	61	0	67	0	0	0	14	0	0	0	31	0	0	0	71	0	27	53	0	0	0	0	0	28	0	0	0	10	0	0	0	0	267	0	21	0	0	604	2	0	25	0	0	0	0	26	17	0	2	0	1	1	0	47	0	0	54	0	0	17	0	0	0	0	0	0	72	0	0	0	30	0	55	0	0	0	53	45	36	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala psychrophila	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala sp.	0	28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	6	0	0	0	0	1	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala xenobiotica	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;NA;	0	3	0	0	41	3	0	56	0	0	7	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	27	0	0	0	0	0	0	0	0	13	0	0	12	0	0	0	4	0	0	0	0	29	1	0	0	0	2	1	0	0	0	0	0	0	46	47	0	0	0	15	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	4	0	0	4	0	16	0	0	0	3	0	1	0	0	0	2	0	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Phialophora;	0	122	0	0	0	0	0	17	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	9	0	0	1	0	0	0	8	0	0	0	0	0	14	17	0	10	0	0	1	0	0	1	66	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	8	0	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Phialophora;Phialophora geniculata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	3	0	0	9	0	0	0	0	0	0	25	93	0	0	5	0	0	0	350	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	10	0	0	0	0	0	0	10	0	0	5	12	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Phialophora;Phialophora sp. (in: Eurotiomycetes)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	42	15	0	0	41	0	553	0	27	8	0	0	14	0	4	0	35	0	0	0	0	0	0	0	1317	7	507	7	0	0	0	0	8	0	0	6	0	0	0	0	0	0	495	20	0	4	14	4	56	0	8	8	0	8	0	2	0	874	10	0	0	0	3	0	29	0	0	2	0	0	0	0	12	0	0	0	0	0	5	0	0	0	11	0	0	147	0	0	0	3	92	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Phialophora;Phialophora sp. AX163	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	9	6	28	10	0	0	16	0	18	13	0	14	0	0	0	0	0	0	0	0	0	0	21	10	9	0	0	266	0	0	8	309	235	18	12	0	1	0	0	40	22	0	0	0	3	30	0	0	0	60	195	0	11	0	26	3	0	0	0	10	5	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	796	19	0	0	31	12	16	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Rhinocladiella;Rhinocladiella anceps	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Rhinocladiella;Rhinocladiella sp. MA 4765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;NA;;	0	1	0	0	0	0	0	0	6	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	1	0	1	0	1	0	0	0	1	2	2	4	0	2	2	0	0	0	19	19	0	6	9	0	1	0	0	0	0	25	1	0	9	44	0	8	6	37	97	1	0	2	2	1	4	3	3	6	0	0	21	5	0	1	2	11	408	437	63	119	0	1	0	1	47	3	0	98	0	17	0	0	17	70	0	34	0	1	2	0	1	67	0	1	0	14	0	0	1	0	58	0	0	0	0	3	0	1	3	1	0	4	1	2	0	1	0	0	0	0	0	0	0	16	60	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;NA;Cyphellophoriella;Cyphellophoriella pruni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;NA;NA;Chaetothyriales sp. 16708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	178	2	0	0	0	36	24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;NA;NA;Chaetothyriales sp. AR-2010	0	17	1	0	8	4	0	14	7	0	37	0	0	0	0	13	0	0	2	0	0	0	0	0	0	0	0	120	0	0	0	0	0	1	0	1	28	0	1	0	11	0	13	0	138	14	0	0	0	0	0	22	17	2	0	72	17	0	7	0	17	9	0	0	19	0	0	0	19	23	92	1	65	91	0	33	40	76	0	22	7	51	38	137	17	23	0	7	0	18	9	6	123	21	2040	10	0	0	18	17	18	8	0	0	0	0	76	0	0	0	0	23	0	0	0	0	39	1	15	6	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	62
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;NA;NA;Chaetothyriales sp. G4.5E1d	0	12	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;NA;Neophaeococcomyces;Neophaeococcomyces aloes	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	38	0	0	0	0	0	0	0	0	0	0	1	0	0	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	16	1	0	0	1	0	0	2832	638	0	96	95	0	2	1	0	24	65	0	0	1	0	0	0	71	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	2	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Trichomeriaceae;Lithophila;Lithophila guttulata	0	0	0	0	0	0	0	160	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	61	2	0	61	109	0	0	0	0	1	0	50	33	33	0	68	0	0	0	0	0	0	0	6	0	3	0	26	0	41	0	6	62	16	50	1	5	0	0	0	60	1	0	77	0	0	33	1	0	0	1	54	40	2	0	0	17	0	1	1	0	0	68	80	0	61	0	100	1	0	0	0	0	0	32	120	0	0	0	0	65	35	81	50	59	44	12	23	0	45	0	0	0	2	0	76	13	18	0	0	0	0	0	0	96	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Trichomeriaceae;Bacillicladium;Bacillicladium lobatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Trichomeriaceae;Bradymyces;Bradymyces graniticola	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Trichomeriaceae;Knufia;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	1	1	0	1	0	0	0	0	2	17	2	4	0	0	0	0	6	1	0	54	2	1	0	185	159	0	0	0	0	1	0	107	0	2	0	49	0	0	26	0	0	0	0	89	0	62	118	61	1	160	0	2	58	1	361	154	32	11	0	0	103	69	2	88	0	0	372	9	32	0	0	60	106	4	3	49	2	2	2	30	2	1	73	115	1	37	2	0	0	0	47	2	0	0	36	152	0	1	0	101	2	92	71	78	54	63	0	30	1	151	0	1	0	55	0	0	0	0	0	0	0	0	0	2	94	1
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Trichomeriaceae;Knufia;Knufia epidermidis	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Trichomeriaceae;Knufia;Knufia marmoricola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	45	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	1	1	41	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Trichomeriaceae;Knufia;Knufia petricola	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	40	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	256	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Trichomeriaceae;Knufia;Knufia sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	22	0	5	0	69	136	0	0	0	0	0	0	70	11	0	0	27	0	0	0	0	0	0	0	1	0	0	64	0	0	117	0	0	0	0	1458	261	0	0	0	0	0	42	0	1	0	0	2	0	0	0	0	88	229	14	0	10	0	0	0	2	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	64	0	0	0	59	41	31	1	0	0	0	0	0	0	39	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Trichomeriaceae;Knufia;Knufia sp. LS-2015e	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	6	0	1	1	0	0	0	0	0	3	1	3	1	0	0	1	0	0	3	2	5	10	3	5	30	32	0	1	0	3	5	0	22	4	3	3	8	0	0	0	0	0	0	0	22	0	10	21	6	0	24	0	4	8	2	46	29	1	1	0	2	22	4	1	12	0	1	58	2	8	1	1	19	17	8	1	5	0	2	1	8	2	1	8	10	2	10	1	0	2	2	9	0	0	6	5	18	0	7	0	6	11	15	9	12	6	5	3	8	1	39	0	0	1	8	0	0	0	0	0	0	0	0	0	0	13	1
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Trichomeriaceae;NA;Trichomeriaceae sp. MUT 4888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	3	2	0	0	0	0	3	0	3	0	3	0	3	0	0	0	0	0	0	0	1	1	3	0	1	0	0	0	0	3	1	1	1	1	1	0	0	2	6	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	1	0	1	0	2	1	5	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	2	1	0	0	0	1	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;	1	0	0	0	0	0	0	18	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	1	0	202	0	5	0	0	44	0	11	65	0	8	0	5	0	23	28	13	0	0	13	149	9	89	210	1	0	97	19	12	3	147	143	60	132	136	45	17	12	268	23	0	0	192	0	0	0	1	0	89	69	1	0	1	0	0	0	0	15	17	0	0	22	0	0	0	27	7	0	0	0	10	7	0	0	0	60	100	10	117	0	1	13	0	8	1	31	57	0	0	0	1	10	0	14	15	4	5	21	0	6	6	0	0
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Monascus;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	64	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
