sum.taxonomy	R3_AS_DB1	R3_AS_DB2	R3_AS_PN1	R3_AS_PN2	R3_BC_DB1	R3_BC_DB2	R3_BC_PN1	R3_BC_PN2	R3_BP_DB1	R3_BP_DB2	R3_BP_PN1	R3_BP_PN2	R3_CC_DB1	R3_CC_DB2	R3_CC_PN1	R3_CC_PN2	R3_EV_DB1	R3_EV_DB2	R3_EV_PN1	R3_EV_PN2	R3_GL_DB1	R3_GL_DB2	R3_GL_PN1	R3_GL_PN2	R3_GN_DB1	R3_GN_DB2	R3_GN_PN1	R3_GN_PN2	R3_K0551_L7	R3_K0553_E4	R3_K0553_G5	R3_K0553_L7	R3_K0553_M8	R3_K0554_A1	R3_K0554_B2	R3_K0554_C3	R3_K0554_E4	R3_K0554_G5	R3_K0554_K6	R3_K0554_L7	R3_K0554_T9	R3_K0556_C3	R3_K0556_E4	R3_K0556_G5	R3_K0556_T9	R3_K0557_A1	R3_K0557_B2	R3_K0557_C3	R3_K0557_E4	R3_K0557_K6	R3_K0557_L7	R3_K0557_T9	R3_K0559_B2	R3_K0559_C3	R3_K0559_E4	R3_K0559_G5	R3_K0559_K6	R3_K0559_M8	R3_K0559_T9	R3_K0560_A1	R3_K0560_G5	R3_K0560_K6	R3_K0560_M8	R3_K0560_T9	R3_K0563_M8	R3_K0568_C3	R3_K0568_G5	R3_K0568_K6	R3_K0568_L7	R3_K0568_M8	R3_K0569_A1	R3_K0569_B2	R3_K0569_G5	R3_K0569_K6	R3_K0569_L7	R3_K0569_T9	R3_K0591_A1	R3_K0591_E4	R3_K0591_G5	R3_K0591_K6	R3_K0591_T9	R3_K0592_A1	R3_K0592_B2	R3_K0592_C3	R3_K0592_E4	R3_K0592_G5	R3_K0592_K6	R3_K0592_L7	R3_K0592_M8	R3_K0598_A1	R3_K0598_B2	R3_K0598_C3	R3_K0598_E4	R3_K0598_K6	R3_K0598_L7	R3_K0598_M8	R3_K0600_B2	R3_K0600_C3	R3_K0600_E4	R3_K0600_G5	R3_K0600_K6	R3_K0600_M8	R3_K0782_E4	R3_K0782_M8	R3_K0782_T9	R3_K0783_C3	R3_K0787_A1	R3_K0787_B2	R3_K0787_E4	R3_K0787_K6	R3_K0787_L7	R3_K0787_M8	R3_K0788_B2	R3_K0788_E4	R3_K0788_K6	R3_K0790_A1	R3_K0790_B2	R3_K0790_G5	R3_K0790_K6	R3_K0790_L7	R3_K0790_M8	R3_K0790_T9	R3_LB_DB1	R3_LB_DB2	R3_LB_PN1	R3_LB_PN2	R3_MW_DB1	R3_MW_DB2	R3_MW_PN1	R3_MW_PN2	R3_SD_DB1	R3_SD_DB2	R3_SD_PN1	R3_SD_PN2	R3_TW_DB1	R3_TW_DB2	R3_TW_PN1	R3_TW_PN2	R3_VW_DB1	R3_VW_DB2	R3_VW_PN1	R3_VW_PN2
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus;Cryptococcus neoformans	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	18	0	0	0	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	17	3	10	22	0	0	14	0	0	0	6	28	33	0	0	0	0	0	13	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	15	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus;Cryptococcus sp. (in: Fungi)	0	39	47	0	6	15	0	28	0	0	0	0	4	0	0	0	35	260	84	94	0	0	0	0	239	217	150	508	4	177	8	0	0	39	4	0	109	4	46	0	78	0	14	0	5	142	0	0	95	65	0	39	0	32	16	0	0	0	4	0	0	0	0	115	14	0	0	11	1	12	19	0	27	8	0	4	0	34	1	0	24	11	27	5	42	3	0	0	6	0	0	0	0	28	0	8	0	0	28	0	0	0	0	32	0	0	29	121	39	5	0	0	1	116	39	0	12	0	94	30	0	57	5	0	18	10	0	0	0	66	7	0	0	3	17	44	0	0	0	9	7	12
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus;Cryptococcus sp. 2 MG34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	41	28	49	0	25	0	0	0	43	0	0	80	14	0	0	60	0	0	0	0	66	0	0	28	21	0	28	0	0	0	0	0	0	0	0	0	7	0	94	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	61	0	0	23	0	104	53	0	50	14	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus;Cryptococcus sp. BET8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella;	0	0	0	0	0	32	0	0	0	0	0	0	0	3	0	0	3	2	0	0	0	0	0	0	2	20	3	43	0	0	0	0	0	0	0	17	25	12	0	7	5	0	0	0	7	57	0	0	0	1	0	38	0	0	0	0	0	0	0	10	0	0	0	2	4	0	5	0	0	0	0	0	0	0	0	0	0	58	0	7	3	2	0	0	2	0	4	0	0	6	0	4	0	5	0	0	52	1	0	0	0	0	15	0	0	0	69	24	0	0	1	0	0	53	4	0	1	0	4	0	0	18	10	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella;Kwoniella aff. dendrophila	0	4	0	0	38	31	0	0	0	0	0	9	0	0	0	0	31	123	0	0	0	0	0	0	157	115	98	140	16	0	0	0	0	62	0	0	68	2	32	32	62	0	4	19	3	34	0	24	120	83	0	1	0	0	8	0	46	0	0	26	7	26	36	166	1431	0	0	14	7	0	14	0	20	27	4	0	0	100	0	0	368	24	9	0	7	10	21	0	0	0	50	0	4	18	0	0	1	0	5	27	8	0	0	0	0	0	48	62	26	13	0	18	9	129	37	27	33	32	143	63	0	42	22	12	0	53	0	0	10	0	0	14	0	5	6	0	0	0	7	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella;Kwoniella bestiolae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella;Kwoniella dendrophila	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella;Kwoniella heveanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	15	0	0	2	0	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella;Kwoniella newhampshirensis	0	0	0	0	2	0	0	39	0	0	0	0	0	0	0	0	32	74	0	14	0	0	0	0	86	33	57	101	0	0	0	0	0	8	0	0	5	1	5	11	6	0	0	0	0	26	0	0	7	23	0	6	0	0	0	0	0	0	0	0	0	0	3	31	0	0	0	0	0	0	0	0	0	4	0	0	0	36	6	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	15	0	0	0	12	0	3	0	5	11	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	37	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella;Kwoniella shivajii	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	31	10	0	0	0	0	0	38	46	29	0	0	0	0	0	0	14	0	0	16	0	5	0	11	0	0	0	0	30	0	0	28	20	0	8	0	3	6	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	1	12	9	4	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	10	0	0	0	0	0	9	0	0	8	0	34	29	0	13	8	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	6	0	23	57
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella;Kwoniella sp.	0	10	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	29	0	0	0	0	0	0	28	25	19	84	0	0	0	0	0	2	0	14	13	0	0	9	3	0	0	8	0	15	0	12	0	6	0	0	0	0	18	0	0	0	0	1	0	0	20	16	0	18	0	0	0	0	12	24	5	0	0	0	0	0	0	0	0	6	3	0	21	3	90	0	0	0	13	0	5	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	21	0	0	0	5	0	0	0	0	7	19	14	0	0	0	0	0	13	0	0	0	0	0	0	0	0	1	11	0	0	0	19	11	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;NA;;	0	72	54	0	219	214	7	489	4	17	46	120	76	49	101	77	70	301	6	58	4	2	0	0	327	397	354	1055	22	0	23	11	0	280	8	269	347	77	152	459	219	49	67	158	450	360	0	262	270	298	13	189	0	37	65	25	7	0	75	140	32	274	355	279	79	234	21	56	113	92	685	270	197	227	0	8	54	976	210	66	45	214	201	78	74	39	58	58	174	30	115	30	116	99	91	76	160	36	101	40	22	87	30	15	74	93	22	445	61	111	39	170	29	314	42	227	263	225	403	315	59	283	190	225	175	337	0	18	0	281	116	126	114	76	37	72	19	3	49	31	288	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;NA;NA;Tremellales sp.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	6	0	0	6	0	2	0	6	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;NA;NA;Tremellales sp. LM195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Phaeotremellaceae;Phaeotremella;Phaeotremella sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Rhynchogastremataceae;Papiliotrema;	0	0	0	0	1	1	0	17	0	0	25	3	1	2	1	0	0	1	0	0	0	0	0	0	4	19	5	1	0	0	0	0	0	0	0	7	1	0	0	0	18	0	0	0	1	6	0	1	0	27	0	0	0	0	0	0	0	0	1	1	5	4	63	0	0	1	0	0	1	0	2	3	0	0	0	0	0	1	4	0	0	1	13	0	0	0	3	0	3	0	0	0	0	6	0	0	1	0	0	0	0	1	0	0	0	1	0	2	3	1	0	2	0	0	0	1	0	12	0	1	1	0	1	1	0	24	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Rhynchogastremataceae;Papiliotrema;Papiliotrema frias	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5	13	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Rhynchogastremataceae;Papiliotrema;Papiliotrema fuscus	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	37	0	0	0	0	0	0	0	40	0	7	0	0	0	0	0	0	0	0	0	63	0	100	27	13	0	21	0	0	0	13	198	22	9	14	72	13	0	0	9	0	0	13	0	0	0	0	0	0	65	0	0	0	0	0	0	0	11	7	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	49	32	7	27	0	0	0	4	13	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Rhynchogastremataceae;Papiliotrema;Papiliotrema laurentii	0	0	0	0	0	7	0	0	0	25	0	0	0	0	0	15	0	12	0	0	0	0	0	0	1	8	0	4	0	0	0	0	0	22	0	46	5	0	1	139	0	0	6	14	32	24	0	94	5	0	0	0	0	0	0	0	0	0	0	37	5	23	58	17	3	87	0	30	15	49	145	55	6	8	10	0	9	378	61	0	0	19	0	0	7	0	0	32	70	0	0	0	0	0	0	0	49	17	21	0	8	25	13	0	15	0	0	25	0	15	1	28	7	22	11	68	0	21	20	17	9	12	0	0	5	42	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Rhynchogastremataceae;Papiliotrema;Papiliotrema mangalensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Sirobasidiaceae;Fibulobasidium;	5	14	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	11	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Sirobasidiaceae;Fibulobasidium;Fibulobasidium inconspicuum	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	9	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Tremellaceae;Tremella;Tremella indecorata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	5	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Tremellaceae;Tremella;Tremella macrobasidiata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Tremellaceae;Tremella;Tremella sp.	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	22	0	0	31	0	0	1	0	0	6	44	0	0	0	6	0	0	3	0	1	0	0	0	1	0	9	0	0	3	0	0	0	26	14	0	0	0	0	0	10	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	8	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Trimorphomycetaceae;Saitozyma;	0	0	0	0	12	39	12	0	0	27	0	0	0	0	26	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	21	12	0	0	23	1	0	30	0	19	8	5	0	0	9	0	9	0	0	0	0	0	0	0	19	4	1	31	9	0	0	6	1	17	0	26	39	0	25	0	0	0	108	11	1	0	4	14	5	12	0	0	14	0	16	12	16	65	22	9	0	8	0	19	1	0	13	0	0	11	0	0	7	0	5	0	23	0	30	27	0	13	13	0	5	7	0	8	0	0	0	9	3	0	0	8	0	0	0	0	24	0	0	13	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Trimorphomycetaceae;Saitozyma;Saitozyma flava	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Trimorphomycetaceae;Saitozyma;Saitozyma ninhbinhensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Trimorphomycetaceae;Saitozyma;Saitozyma paraflava	0	17	88	0	0	23	0	0	0	0	0	12	0	0	0	0	0	14	0	0	0	0	50	0	27	11	0	17	3	21	0	0	0	38	0	0	46	0	11	0	126	0	11	9	13	33	0	13	66	33	8	13	0	0	0	0	0	0	22	0	0	0	0	55	3	8	0	0	46	4	46	24	30	32	0	0	18	0	7	49	34	11	57	4	60	11	9	7	0	20	7	18	9	74	0	27	0	0	46	13	4	48	0	26	8	0	0	41	0	11	14	42	0	37	0	0	21	0	53	28	0	38	0	0	0	0	0	0	0	16	0	0	7	0	0	0	6	0	0	0	9	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Trimorphomycetaceae;Saitozyma;Saitozyma podzolica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	11	0	0	0	0	3	0	0	0	0	0	0	0	12	8	82	132	0	0	1	5	0	0	0	0	0	0	0	0	0	7	12	4	0	3	0	0	0	0	0	0	9	0	0	0	0	0	0	6	0	9	10	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	13	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	18	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Trimorphomycetaceae;Saitozyma;Saitozyma sp.	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Trichosporonales;NA;;	0	0	0	0	0	14	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	18	0	0	0	48	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	59	0	62	30	0	0	32	0	21	0	0	720	80	0	0	0	0	0	47	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	28	0	26	0	0	36	0	24	0	0	43	0	4	0	0	10	0	0	10	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Trichosporonales;NA;Pascua;Pascua guehoae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	25	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Trichosporonales;Tetragoniomycetaceae;Cryptotrichosporon;Cryptotrichosporon anacardii	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	13	0	0	65	0	0	0	46	521	51	0	0	0	0	17	27	0	9	0	0	0	0	0	0	0	11	202	0	0	0	3	10	3	9	14	7	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	4	13	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Apiotrichum;	0	6	0	0	0	0	0	0	1	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	39	0	0	0	98	0	1	0	0	12	0	0	31	0	14	0	0	0	16	20	0	0	0	10	199	0	26	10	0	0	77	0	52	18	109	280	176	6	0	0	0	4	161	51	0	0	0	0	0	0	0	0	3	104	0	0	0	0	0	8	0	20	27	0	0	0	0	1	0	0	1	0	0	0	0	0	11	0	0	12	6	1	8	0	4	0	0	0	1	0	8	0	0	15	0	5	0	26	0	0	0	0	0	0	0	0	0
