sum.taxonomy	R1_AS_DB1	R1_AS_DB2	R1_AS_PN1	R1_AS_PN2	R1_BC_PN1	R1_BC_PN2	R1_BP_DB1	R1_BP_DB2	R1_BP_DB3	R1_BP_PN1	R1_BP_PN2	R1_CC_DB2	R1_CC_PN1	R1_CC_PN2	R1_EV_DB1	R1_EV_DB2	R1_EV_PN1	R1_EV_PN2	R1_GL_DB1	R1_GL_DB2	R1_GL_PN1	R1_GL_PN2	R1_GN_DB1	R1_GN_DB2	R1_GN_PN1	R1_GN_PN2	R1_K0526_B2	R1_K0526_C3	R1_K0526_G5	R1_K0527_B2	R1_K0527_B2_2	R1_K0527_C3	R1_K0527_E4	R1_K0527_K6	R1_K0527_L7	R1_K0527_T9	R1_K0528_A1	R1_K0528_E4	R1_K0528_G5	R1_K0528_K6	R1_K0528_L7	R1_K0528_T9	R1_K0529_A1	R1_K0529_B2	R1_K0529_C3	R1_K0529_G5	R1_K0529_K6	R1_K0529_L7	R1_K0529_M8	R1_K0529_T9	R1_K0530_A1	R1_K0530_B2	R1_K0530_C3	R1_K0530_E4	R1_K0530_K6	R1_K0530_L7	R1_K0530_M8	R1_K0539_L7	R1_K0585_T9	R1_K0593_A1	R1_K0593_C3	R1_K0593_E4	R1_K0593_G5	R1_K0593_K6	R1_K0593_L7	R1_K0593_M8	R1_K0593_T9	R1_K0594_A1	R1_K0594_E4	R1_K0594_L7	R1_K0594_T9	R1_K0595_A1	R1_K0595_B2	R1_K0595_G5	R1_K0595_K6	R1_K0595_L7	R1_K0595_M8	R1_K0595_T9	R1_K0596_B2	R1_K0596_C3	R1_K0596_E4	R1_K0596_G5	R1_K0596_K6	R1_K0596_L7	R1_K0596_T9	R1_K0597_C3	R1_K0597_E4	R1_K0597_K6	R1_K0597_L7	R1_K0597_M8	R1_K0597_T9	R1_K0599_A1	R1_K0599_E4	R1_K0599_G5	R1_K0599_K6	R1_K0599_L7	R1_K0599_M8	R1_K0599_T9	R1_K0672_A1	R1_K0672_B2	R1_K0672_C3	R1_K0672_G5	R1_K0672_T9	R1_K0673_A1	R1_K0673_G5	R1_K0674_E4	R1_K0674_G5	R1_K0674_M8	R1_K0676_B2	R1_K0676_M8	R1_K0676_T9	R1_K0677_A1	R1_K0677_B2	R1_K0677_E4	R1_K0677_L7	R1_K0678_B2	R1_K0678_E4	R1_K0678_K6	R1_K0678_L7	R1_K0679_B2	R1_K0679_M8	R1_K0701_C3	R1_LB_DB1	R1_LB_DB1reserve	R1_LB_DB2	R1_LB_DB2reserve	R1_LB_PN1	R1_LB_PN2	R1_MW_DB1	R1_MW_DB2	R1_MW_PN1	R1_MW_PN2	R1_SD_DB1	R1_SD_DB2	R1_SD_PN1	R1_SD_PN2	R1_TW_DB1	R1_TW_DB2	R1_TW_PN1	R1_TW_PN2	R1_VW_DB1	R1_VW_PN1	R1_VW_PN2
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio cholerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	35	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	31	56
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio sp. Gp-3-5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	48	0	29	0	21	19	0	0	0	28	0	0	0	44	0	46	18	152	37	63	0	7	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	11	0	0	12	0	0	0	0	37	0	0	14	0	0	0	0	0	55	0	0	0	0	13	19	37	0	0	0	0	0	0	23	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;NA;;	1	26	0	0	0	0	0	0	0	186	0	20	0	0	0	29	0	0	351	93	71	51	150	83	100	0	210	33	41	113	124	403	0	153	168	235	0	0	0	0	0	9	0	56	288	96	0	120	0	0	24	0	0	0	0	0	0	163	0	310	1	41	3	0	286	0	268	0	0	68	218	185	0	10	96	0	35	0	416	644	136	0	0	211	70	170	37	110	257	41	0	0	118	21	89	0	19	26	0	12	421	29	65	102	0	111	216	0	257	0	99	65	0	0	0	20	194	3	0	12	350	0	0	0	0	0	0	0	193	1	0	0	0	0	0	0	59	0	2	0	187	138	160
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Ahniella;Ahniella affigens	0	0	25	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Aquimonas;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	58	0	0	0	0	0	0	71	0	0	0	39	18	37	115	0	81	0	0	127	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	49	0	0	0	0	51	0	48	0	0	0	0	0	0	0	45	0	0	31	34	29	63	0	22	36	0	0	0	0	0	0	0	0	0	0	1	34	0	1	0	0	0	32	0	0	0	0	14	0	0	0	0	55	0	0	18	31	0	0	0	0	0	0	0	72	0	0	0	0	1	0	0	0	0	0	0	56	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Luteibacter;	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;NA;	0	0	1	0	0	0	0	0	0	29	0	0	967	0	0	20	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	46	0	35	0	0	15	0	0	0	0	0	0	0	0	0	0	124	89	193	69	48	21	0	0	0	14	95	21	93	0	114	47	0	83	78	26	153	0	0	0	35	9	0	0	90	18	1	54	69	94	231	0	0	44	24	0	0	37	0	35	171	32	0	19	36	0	130	0	0	0	0	0	0	30	11	0	0	0	40	0	0	0	0	0	0	0	1	0	0	0	0	44	0	0	65	1	44	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Pseudofulvimonas;Pseudofulvimonas gallinarii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Arenimonas;	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	39	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	15	0	112	0	0	0	0	0	0	0	1	0	0	32	0	123	0	0	0	1	0	25	0	18	0	0	0	1	0	42	0	92	28	0	0	0	0	21	0	38	0	0	0	0	27	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	46	0	0	0	0	180	0	0	0	0	0	0	0	105	1	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	56	0	1	0	186	0	0	0	0	0	0	330	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;Lysobacter sediminicola	0	145	0	0	0	0	0	0	0	61	0	0	0	0	0	52	0	0	0	0	0	0	132	0	69	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	1	0	44	80	43	0	0	0	0	0	0	157	39	0	0	0	0	41	0	71	0	23	0	0	0	0	0	38	37	0	0	47	60	101	0	0	0	0	0	0	0	54	0	0	0	0	0	88	0	61	0	0	22	0	0	0	0	55	0	0	0	56	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	63	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;NA;	0	19	9	32	0	64	0	0	0	30	0	0	0	0	0	54	0	0	0	0	1	0	87	71	35	1	41	0	28	135	17	93	0	0	99	0	24	0	0	19	0	33	72	27	11	0	41	110	0	0	68	0	0	0	0	0	1	38	77	14	201	0	194	0	0	0	0	0	35	69	361	0	0	0	0	0	106	0	36	0	51	0	51	89	0	0	22	52	0	0	122	0	100	36	102	128	0	40	0	112	17	30	153	0	13	0	90	0	81	0	34	27	0	0	0	0	110	56	0	0	75	0	0	0	0	0	0	0	68	0	0	0	0	50	0	0	0	1	332	0	50	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;NA;Xanthomonadaceae bacterium	0	23	0	0	0	0	0	0	0	31	0	0	0	0	0	17	0	0	0	0	0	0	39	1	54	0	27	0	0	123	515	287	37	728	216	807	0	0	0	0	0	0	0	43	149	34	0	0	26	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	29	0	0	35	0	0	0	0	0	0	0	0	10	68	84	0	0	118	0	0	0	74	47	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	54	0	103	0	23	91	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	100	0	0	0	0	18	0	0	0	0	0	0	81	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;NA;Xanthomonadaceae bacterium enrichment culture clone Ac-B6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;NA;Xanthomonadaceae bacterium L-bf-PMW-15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	200	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	52	18	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	166	0	98	0	0	0	34	0	18	0	0	0	0	9	23	0	0	0	167	62	0	0	0	0	41	0	17	0	0	0	0	0	13	0	0	0	0	0	0	24	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Silanimonas;	136	118	1	0	1	121	0	0	0	104	0	0	0	0	24	93	25	134	81	333	259	179	189	145	79	44	26	95	901	335	221	97	0	56	127	244	15	0	0	0	0	0	0	288	77	133	0	167	66	35	0	0	0	0	0	0	0	884	0	26	0	0	0	91	0	0	223	0	0	36	121	101	0	0	0	0	0	0	51	45	46	0	441	37	70	1	0	170	65	0	30	0	0	33	20	0	0	0	0	125	57	0	10	50	31	0	106	0	49	0	187	1	0	0	0	0	85	82	0	34	38	0	31	0	0	0	0	0	258	584	0	299	153	60	0	0	118	0	32	0	61	55	82
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas maltophilia	0	0	22	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Thermomonas;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xylella;Xylella fastidiosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;NA;;NA;;	456	116	544	606	1	90	1556	740	1	398	1044	3953	1030	1208	269	270	473	703	547	165	61	22	514	98	239	318	115	151	59	148	76	244	0	116	196	119	428	127	56	323	0	796	205	119	52	36	125	220	158	380	265	92	783	238	475	628	350	75	370	65	382	180	54	15	109	1	48	114	138	94	170	147	53	51	200	378	348	59	218	344	410	144	27	696	0	186	35	105	41	135	155	100	282	492	66	223	0	81	522	48	108	481	342	162	0	188	181	391	256	0	43	45	470	238	309	249	204	12	0	263	206	388	257	1165	30	970	0	415	152	206	10442	92	74	944	577	382	586	53	430	1266	108	165	100
Bacteria;Proteobacteria;Oligoflexia;Bacteriovoracales;Bacteriovoracaceae;Bacteriovorax;	0	0	0	24	0	0	1	0	0	0	0	0	0	0	0	27	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	18	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	2	0	0	0	0	0	0	0	1	0	9	0	12	0	0	0	13	0
Bacteria;Proteobacteria;Oligoflexia;Bacteriovoracales;NA;;	0	0	0	1	0	0	37	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
Bacteria;Proteobacteria;Oligoflexia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;	0	28	76	30	0	72	0	0	0	0	0	0	21	14	0	0	0	0	90	2	0	0	0	10	0	0	0	0	0	0	12	25	0	0	4	23	0	0	0	0	0	0	34	21	6	0	0	48	0	5	0	0	44	8	0	0	3	0	14	18	92	25	20	14	0	0	0	0	0	0	47	7	0	0	11	0	0	1	50	48	0	0	15	0	0	0	0	0	0	16	20	0	55	14	0	0	0	0	0	0	0	0	22	0	0	0	33	0	21	0	17	0	0	0	0	0	0	12	0	1	24	0	1	0	0	0	0	0	20	0	0	0	0	6	0	0	56	27	0	0	1	0	22
Bacteria;Proteobacteria;Oligoflexia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;Bdellovibrio sp. MPA	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Oligoflexia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;Bdellovibrio sp. oral clone CA006	0	0	12	0	0	0	0	0	0	18	0	0	0	0	0	0	0	15	21	0	6	0	0	0	9	0	17	0	8	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	21	0	21	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	15	8	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	9	0	0	16	0	0	8	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0
Bacteria;Proteobacteria;Oligoflexia;Bdellovibrionales;NA;;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Oligoflexia;NA;;NA;	11	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	60	48	28	0	52	0	0	0	0	0	0	17	0	0	0	0	7	0	14	0	0	0	0	0	0	0	0	11	32	0	0	0	0	12	0	34	0	27	0	0	0	52	1	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	15	22	0	0	0	0	0	27	0	20	0	0	0	0	0	56	0	0	0	0	0	18	26	12	0	1	0	0	0	0	0	0	0	0	0	0	0	18	0	33	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	17	0	31	0	33	0
Bacteria;Proteobacteria;Oligoflexia;Oligoflexales;NA;;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	15	0	16	14	0	42	0	0	0	0	0	18	1	0	42	0	3	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	11	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0
Bacteria;Proteobacteria;Oligoflexia;Oligoflexales;Oligoflexaceae;Oligoflexus;Oligoflexus tunisiensis	17	28	0	33	0	0	0	0	0	32	0	0	0	0	2	24	3	17	0	0	0	0	1	0	28	1	69	64	311	111	54	24	0	30	7	16	0	0	0	0	0	30	0	429	71	40	14	68	17	0	32	0	0	15	0	0	0	21	0	39	0	43	22	34	44	0	0	0	0	0	18	22	0	31	0	0	99	0	27	210	0	32	21	44	21	24	28	66	20	0	21	0	19	23	10	22	20	0	0	84	28	36	108	25	34	28	826	0	201	0	526	39	0	0	0	42	14	568	0	30	80	0	1	0	0	0	0	0	20	16	0	0	0	0	16	0	76	0	11	9	0	0	0
Bacteria;Proteobacteria;Oligoflexia;Oligoflexales;Pseudobacteriovoracaceae;Pseudobacteriovorax;Pseudobacteriovorax antillogorgiicola	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Proteobacteria;Oligoflexia;Silvanigrellales;NA;;	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	86	1	0	0	5	0	0	0	0	9	15	40	119	2	0	16	0	0	0	0	0	0	0	0	0	14	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	16	0	0	0	0	0	0	0	0	44	84	0	0	20	0	0	0	61	22	0	14	124	4	0	15	12	7	0	11	98	1	57	15	13	0	31	0	0	22	0	4	0	21	0	0	29	0	0	0	9	11	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	1	0	0	0	58	35
Bacteria;Proteobacteria;Oligoflexia;Silvanigrellales;NA;NA;bacterium GLA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Rhodothermaeota;Rhodothermia;Rhodothermales;Rubricoccaceae;Rubrivirga;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Rhodothermaeota;Rhodothermia;Rhodothermales;Rubricoccaceae;Rubrivirga;Rubrivirga profundi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	36	0	0	0	0	0	12	0	10	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	14	0	19	0	0	0	0	42	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
